"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2005"	"2005"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2006"	"2006"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2007"	"2007"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2008"	"2008"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2009"	"2009"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2010"	"2010"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2011"	"2011"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2012"	"2012"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2013"	"2013"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2014"	"2014"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2015"	"2015"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2016"	"2016"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2000"	"2000"	217	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2001"	"2001"	223	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2002"	"2002"	233	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2003"	"2003"	186	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2004"	"2004"	167	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2005"	"2005"	162	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2006"	"2006"	143	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2007"	"2007"	144	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2008"	"2008"	148	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2009"	"2009"	154	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2010"	"2010"	165	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2011"	"2011"	157	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2012"	"2012"	141	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2013"	"2013"	170	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2014"	"2014"	142	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2015"	"2015"	145	Not Applicable	Not Applicable
	"Alabama"	"01"	"85-89 years"	"85-89"	"White"	"2106-3"	"2016"	"2016"	117	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2000"	"2000"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2001"	"2001"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2002"	"2002"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2003"	"2003"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2004"	"2004"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2005"	"2005"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2006"	"2006"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2007"	"2007"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2008"	"2008"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2009"	"2009"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2010"	"2010"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2012"	"2012"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2013"	"2013"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2014"	"2014"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2015"	"2015"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2016"	"2016"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2000"	"2000"	160	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2001"	"2001"	171	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2002"	"2002"	138	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2003"	"2003"	145	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2004"	"2004"	123	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2005"	"2005"	123	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2006"	"2006"	95	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2007"	"2007"	106	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2008"	"2008"	95	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2009"	"2009"	87	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2010"	"2010"	98	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2011"	"2011"	91	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2012"	"2012"	107	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2013"	"2013"	109	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2014"	"2014"	110	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2015"	"2015"	137	Not Applicable	Not Applicable
	"Alabama"	"01"	"90-94 years"	"90-94"	"White"	"2106-3"	"2016"	"2016"	92	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2000"	"2000"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2001"	"2001"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2002"	"2002"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2003"	"2003"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2005"	"2005"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2008"	"2008"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2011"	"2011"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"Black or African American"	"2054-5"	"2014"	"2014"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2000"	"2000"	64	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2001"	"2001"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2002"	"2002"	59	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2003"	"2003"	56	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2004"	"2004"	47	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2005"	"2005"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2006"	"2006"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2007"	"2007"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2008"	"2008"	50	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2009"	"2009"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2010"	"2010"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2011"	"2011"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2012"	"2012"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2013"	"2013"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2014"	"2014"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2015"	"2015"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"95-99 years"	"95-99"	"White"	"2106-3"	"2016"	"2016"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"Black or African American"	"2054-5"	"2000"	"2000"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"White"	"2106-3"	"2001"	"2001"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"White"	"2106-3"	"2002"	"2002"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"White"	"2106-3"	"2003"	"2003"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"White"	"2106-3"	"2004"	"2004"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"White"	"2106-3"	"2006"	"2006"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"White"	"2106-3"	"2008"	"2008"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"100+ years"	"100+"	"White"	"2106-3"	"2015"	"2015"	14	Not Applicable	Not Applicable
	"Arizona"	"04"	"< 1 year"	"1"	"White"	"2106-3"	"2000"	"2000"	23	66285	34.7
	"Arizona"	"04"	"< 1 year"	"1"	"White"	"2106-3"	"2001"	"2001"	15	71685	Unreliable
	"Arizona"	"04"	"< 1 year"	"1"	"White"	"2106-3"	"2002"	"2002"	14	71765	Unreliable
	"Arizona"	"04"	"< 1 year"	"1"	"White"	"2106-3"	"2003"	"2003"	20	72810	27.5
	"Arizona"	"04"	"< 1 year"	"1"	"White"	"2106-3"	"2004"	"2004"	15	73679	Unreliable
	"Arizona"	"04"	"< 1 year"	"1"	"White"	"2106-3"	"2005"	"2005"	14	76302	Unreliable
	"Arizona"	"04"	"< 1 year"	"1"	"White"	"2106-3"	"2006"	"2006"	10	77823	Unreliable
	"Arizona"	"04"	"25-29 years"	"25-29"	"White"	"2106-3"	"2009"	"2009"	12	373947	Unreliable
	"Arizona"	"04"	"35-39 years"	"35-39"	"White"	"2106-3"	"2005"	"2005"	10	340411	Unreliable
	"Arizona"	"04"	"35-39 years"	"35-39"	"White"	"2106-3"	"2007"	"2007"	10	358371	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"White"	"2106-3"	"2000"	"2000"	15	335062	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"White"	"2106-3"	"2001"	"2001"	12	344783	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"White"	"2106-3"	"2002"	"2002"	16	351493	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"White"	"2106-3"	"2003"	"2003"	19	354190	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"White"	"2106-3"	"2004"	"2004"	16	359412	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"White"	"2106-3"	"2006"	"2006"	13	362402	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"White"	"2106-3"	"2007"	"2007"	11	356969	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"White"	"2106-3"	"2008"	"2008"	10	352006	Unreliable
	"Arizona"	"04"	"40-44 years"	"40-44"	"White"	"2106-3"	"2014"	"2014"	16	353937	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2001"	"2001"	15	310905	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2002"	"2002"	26	321335	8.1
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2003"	"2003"	23	331716	6.9
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2004"	"2004"	14	339967	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2005"	"2005"	14	352014	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2006"	"2006"	17	362491	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2007"	"2007"	16	368824	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2008"	"2008"	22	370853	5.9
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2009"	"2009"	24	371840	6.5
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2011"	"2011"	11	361316	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2012"	"2012"	12	353832	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2014"	"2014"	13	347332	Unreliable
	"Arizona"	"04"	"45-49 years"	"45-49"	"White"	"2106-3"	"2016"	"2016"	16	357955	Unreliable
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2000"	"2000"	26	270600	9.6
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2001"	"2001"	17	289965	Unreliable
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2002"	"2002"	23	293657	7.8
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2003"	"2003"	25	299874	8.3
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2004"	"2004"	26	309911	8.4
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2005"	"2005"	30	321913	9.3
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2006"	"2006"	38	333742	11.4
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2007"	"2007"	24	344497	7.0
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2008"	"2008"	24	355235	6.8
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2009"	"2009"	37	359905	10.3
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2010"	"2010"	24	365296	6.6
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2011"	"2011"	22	371352	5.9
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2012"	"2012"	12	373038	Unreliable
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2013"	"2013"	19	373502	Unreliable
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2014"	"2014"	27	375392	7.2
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2015"	"2015"	16	372947	Unreliable
	"Arizona"	"04"	"50-54 years"	"50-54"	"White"	"2106-3"	"2016"	"2016"	22	366416	6.0
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2000"	"2000"	31	220696	14.0
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2001"	"2001"	25	231960	10.8
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2002"	"2002"	22	251942	8.7
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2003"	"2003"	28	265788	10.5
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2004"	"2004"	25	281420	8.9
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2005"	"2005"	48	300560	16.0
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2006"	"2006"	34	319838	10.6
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2007"	"2007"	29	323480	9.0
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2008"	"2008"	39	326268	12.0
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2009"	"2009"	30	331810	9.0
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2010"	"2010"	28	336469	8.3
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2011"	"2011"	15	344481	Unreliable
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2012"	"2012"	24	353048	6.8
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2013"	"2013"	13	359726	Unreliable
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2014"	"2014"	34	365913	9.3
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2015"	"2015"	20	373270	5.4
	"Arizona"	"04"	"55-59 years"	"55-59"	"White"	"2106-3"	"2016"	"2016"	47	378969	12.4
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2000"	"2000"	29	189136	15.3
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2001"	"2001"	34	197538	17.2
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2002"	"2002"	36	207457	17.4
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2003"	"2003"	36	221111	16.3
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2004"	"2004"	27	234602	11.5
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2005"	"2005"	47	248199	18.9
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2006"	"2006"	54	260446	20.7
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2007"	"2007"	27	280000	9.6
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2008"	"2008"	41	294528	13.9
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2009"	"2009"	44	307486	14.3
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2010"	"2010"	36	321113	11.2
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2011"	"2011"	21	337451	6.2
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2012"	"2012"	31	333830	9.3
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2013"	"2013"	32	335160	9.5
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2014"	"2014"	30	341534	8.8
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2015"	"2015"	37	349061	10.6
	"Arizona"	"04"	"60-64 years "	"60-64"	"White"	"2106-3"	"2016"	"2016"	54	356917	15.1
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2000"	"2000"	46	177442	25.9
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2001"	"2001"	49	179655	27.3
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2002"	"2002"	49	183696	26.7
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2003"	"2003"	47	189452	24.8
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2004"	"2004"	61	197941	30.8
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2005"	"2005"	59	206817	28.5
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2006"	"2006"	71	216323	32.8
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2007"	"2007"	40	226287	17.7
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2008"	"2008"	65	241051	27.0
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2009"	"2009"	55	253672	21.7
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2010"	"2010"	43	262142	16.4
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2011"	"2011"	38	272640	13.9
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2012"	"2012"	29	294799	9.8
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2013"	"2013"	27	307814	8.8
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2014"	"2014"	59	322719	18.3
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2015"	"2015"	40	337840	11.8
	"Arizona"	"04"	"65-69 years"	"65-69"	"White"	"2106-3"	"2016"	"2016"	68	353765	19.2
	"Arizona"	"04"	"70-74 years"	"70-74"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	10	3950	Unreliable
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2000"	"2000"	84	166478	50.5
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2001"	"2001"	80	168262	47.5
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2002"	"2002"	83	169342	49.0
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2003"	"2003"	89	170290	52.3
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2004"	"2004"	91	171988	52.9
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2005"	"2005"	110	175249	62.8
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2006"	"2006"	88	178954	49.2
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2007"	"2007"	67	183034	36.6
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2008"	"2008"	81	188716	42.9
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2009"	"2009"	96	195469	49.1
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2010"	"2010"	49	199954	24.5
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2011"	"2011"	46	210708	21.8
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2012"	"2012"	51	222666	22.9
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2013"	"2013"	61	238125	25.6
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2014"	"2014"	72	251866	28.6
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2015"	"2015"	65	263619	24.7
	"Arizona"	"04"	"70-74 years"	"70-74"	"White"	"2106-3"	"2016"	"2016"	83	273510	30.3
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2000"	"2000"	139	138590	100.3
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2001"	"2001"	131	141030	92.9
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2002"	"2002"	165	141615	116.5
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2003"	"2003"	152	143461	106.0
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2004"	"2004"	120	144140	83.3
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2005"	"2005"	136	147425	92.3
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2006"	"2006"	129	148938	86.6
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2007"	"2007"	114	149934	76.0
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2008"	"2008"	107	150287	71.2
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2009"	"2009"	102	151118	67.5
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2010"	"2010"	89	152119	58.5
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2011"	"2011"	81	156485	51.8
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2012"	"2012"	77	161597	47.6
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2013"	"2013"	68	168952	40.2
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2014"	"2014"	79	178678	44.2
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2015"	"2015"	87	187259	46.5
	"Arizona"	"04"	"75-79 years"	"75-79"	"White"	"2106-3"	"2016"	"2016"	94	196869	47.7
	"Arizona"	"04"	"80-84 years"	"80-84"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	12	1743	Unreliable
